O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,255,117,117,0,0,117,117,0,0,0,0,0,0,0,0,0,117,0,255,255,169,0,117,117,0,0,0,0,0,0,0,0,255,255,0,96,255,255,255,255,117,117,0,0,0,0,0,0,255,32,0,0,0,0,0,255,255,117,0,0,0,0,0,0,255,0,0,0,0,0,0,255,255,255,117,0,0,0,0,0,255,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,117,255,255,0,0,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,117,0,0,0,0,0,0,0,255,255,255,255,255,117,255,0,0,0,0,0,0,0,0,0,117,255,255,255,117,0,0,117,0,0,0,0,0,0,0,0,169,255,169,117,0,0,0,0,0,0,0,0,0,0,0,0,117,117,117,117,0,0,117,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,244,245,0,247,236,0,1,0,0,0,0,0,0,0,236,236,236,255,0,255,255,252,255,245,0,0,0,0,0,0,236,255,241,236,255,255,0,0,0,0,0,0,0,0,0,0,66,255,236,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,214,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,236,236,2,231,0,0,236,236,236,255,0,0,0,0,0,241,236,236,236,255,0,236,236,236,236,185,236,255,255,242,238,247,255,255,255,170,236,236,236,236,214,17,236,236,236,255,255,236,0,0,236,247,236,236,0,0,0,0,0,236,236,236,0,0,0,0,0,81,236,0,0,0,0,0,0,245,0,0,0,0,0,66,131,236,0,0,0,0,0,192,0,0,0,0,0,0,0,183,255,255
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,159,177,159,255,255,255,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,134,0,0,0,0,0,255,255,255,255,159,238,255,0,0,0,0,0,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,159,210,159,159,255,255,159,255,255,0,0,0,0,0,255,159,159,255,255,0,192,169,255,255,159,255,255,192,222,159,222,255,159,255,0,0,213,247,159,255,255,177,255,255,255,255,255,223,0,0,0,0,255,255,255,255,255,255,255,255,159,0,0,0,0,0,0,0,255,175,225,241,174,159,0,0,0,0,0,0,0,0,0,0,255,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,226,0,0,141,141,0,0,0,0,0,0,0,255,0,250,226,120,226,234,85,226,0,0,0,0,0,0,0,255,230,255,255,255,255,255,0,0,0,0,0,0,0,0,0,255,233,230,236,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,35,255,0,0,0,0,0,0,226,226,35,0,0,226,226,226,226,226,226,0,0,0,233,226,226,226,0,0,0,226,226,226,255,226,226,230,232,255,230,252,255,0,0,0,0,226,226,226,226,226,226,255,226,255,255,229,0,0,0,0,0,255,226,205,226,0,0,226,255,226,0,0,0,0,0,0,0,244,226,120,0,226,0,226,0,0,0,0,0,0,0,0,0,255,226,0,0,226,0,0,0,0,0,0,0,0,0,0,0
L,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,255,0,77,77,255,255,0,0,0,0,0,0,0,0,0,0,255,0,77,255,221,208,183,0,0,0,0,0,77,77,67,0,255,77,77,255,255,244,77,77,255,77,77,255,77,77,77,77,255,255,255,77,77,77,77,255,255,169,77,77,77,77,0,0,255,255,255,255,255,77,255,255,255,77,0,24,0,0,0,0,255,255,255,255,255,255,77,14,15,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0
O,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,62,255,62,62,62,0,0,0,0,0,0,0,0,0,255,255,62,64,62,62,62,0,0,0,0,0,0,0,0,152,152,255,255,255,255,255,255,255,255,8,0,0,0,0,0,255,255,255,255,255,255,0,0,0,255,255,251,0,0,0,0,255,255,0,255,255,62,0,0,0,0,255,255,62,0,0,158,255,255,62,62,255,255,0,0,0,0,255,255,255,0,0,255,255,216,0,62,62,255,0,0,0,255,255,255,201,0,0,62,255,255,0,47,17,255,255,255,255,255,255,255,0,0,0,140,235,255,0,0,62,255,255,255,255,255,255,0,0,0,0,223,255,255,0,0,255,255,255,255,140,0,62,0,0,0,0,255,130,255,0,0,62,255,255,255,0,0,0,0,0,0,0,194,255,255,0,0,0,255,255,0,0,0,0,0,0,0,1,255,255,255,104,0,0,62,80,0,255,0,0,0,0,0,0,0,255,255,255,0,0,0,62,8,56,0,0,0,0,0,0,0,0,0,255,255,17,0,255,62,4,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,131,131,255,131,131,173,149,255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,255,255,255,255,255,255,194,204,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,255,131,131,255,255,181,255,255,255,255,0,0,0,0,119,251,255,255,255,204,131,161,255,231,255,255,255,131,181,131,131,255,255,255,0,255,255,255,255,131,135,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,197,0,0,0,0,0,0,255,255,255,255,195,131,131,0,0,0,0,0,0,0,0,0,154,131,189,0,0,0,0,0,0,0,0,0,0,0,0,0,131,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,255,0,0,0,0,0,0,0,0,0,0,0,0,70,255,255,255,70,255,255,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,0,0,0,31,255,230,0,0,0,0,0,255,255,255,255,0,0,0,0,255,255,255,199,0,0,0,0,255,255,255,0,0,0,0,0,255,255,255,255,0,0,0,0,255,255,255,255,255,0,0,255,255,255,255,199,0,0,0,0,70,255,255,255,255,255,255,255,255,255,99,0,0,0,0,0,139,255,255,255,255,88,244,255,70,70,0,0,0,0,0,0,70,70,255,70,70,255,255,255,70,0,0,0,0,0,0,0,70,70,70,132,255,70,255,232,0,0,0,0,0,0,0,0,70,70,70,70,93,70,70,0,0,0,0,0,0,0,0,0,255,186,70,70,70,70,0,0,0,0,0,0,0,0,0,0,255,255,186,120,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,243,243,243,243,243,243,243,0,0,0,0,0,0,255,245,243,243,255,243,243,255,243,249,0,0,0,0,0,0,255,255,255,243,243,255,243,0,0,0,0,0,0,0,0,243,250,255,248,255,255,0,0,0,0,0,0,0,0,0,109,248,255,255,254,255,243,0,0,0,0,0,0,0,0,0,0,243,255,45,255,0,0,0,0,0,0,0,0,0,0,0,0,243,255,0,0,243,0,0,0,0,0,0,0,243,243,243,170,255,250,0,0,0,243,0,0,0,0,0,243,243,243,248,137,248,243,0,0,0,243,255,0,0,255,243,243,243,197,251,111,248,246,0,0,0,243,243,243,255,243,243,255,243,0,255,143,251,165,0,0,243,243,243,50,255,251,249,243,0,0,156,179,243,0,0,0,243,243,243,0,0,243,0,0,0,0,246,0,243,0,0,0,243,243,0,0,0,0,0,0,0,0,243,255,243,0,0,0,243,243,0,23,243,0,0,0,0,0,243,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,159,0,0,0,0,0,0,0,0,221,253,255,230,221,221,0,255,255,255,221,0,0,0,0,221,247,228,255,255,255,255,227,0,0,0,0,0,0,0,0,226,255,221,251,221,223,221,0,0,0,0,0,0,0,0,0,252,221,0,221,255,255,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,221,214,221,0,0,0,0,221,0,0,0,0,0,0,221,221,222,221,221,0,0,0,0,221,254,221,0,0,223,221,255,255,236,0,0,0,0,0,221,221,221,221,221,255,255,255,255,221,0,0,0,0,0,0,221,221,221,221,0,0,0,221,0,0,0,0,0,0,0,0,221,221,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,221,0,0,221,255,104,0,0,0,0,0,0,0,0,0,221
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,255,255,0,245,255,0,0,0,0,0,0,0,0,0,0,245,245,245,245,246,245,245,245,0,0,0,0,0,0,0,0,245,251,245,245,245,0,0,0,0,0,0,0,0,0,0,0,255,255,245,96,0,0,0,0,0,0,0,0,0,0,0,0,255,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,246,0,0,0,0,0,0,0,255,255,1,0,250,0,255,255,255,254,0,0,0,0,253,255,248,245,0,0,255,255,255,255,255,255,255,245,245,255,249,246,245,0,0,0,0,255,255,255,255,0,255,254,245,245,248,255,0,0,0,146,245,255,255,0,0,0,0,255,255,243,0,0,0,0,0,152,246,84,0,0,0,0,195,251,0,0,0,0,0,0,245,251,0,0,84,0,0,0,0,0,0,0,0,0,0,0,255,96,255
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,175,175,175,175,175,175,225,0,0,0,0,0,0,0,0,255,175,255,255,255,178,255,255,255,250,0,0,0,0,0,230,243,255,255,255,255,255,0,0,0,0,0,0,0,0,247,255,255,255,255,255,255,0,0,0,0,0,0,0,0,175,255,255,251,255,255,222,255,0,0,0,0,0,0,0,0,255,255,0,0,245,255,210,0,0,0,0,0,0,0,0,0,255,48,255,175,72,255,255,76,0,0,0,0,0,0,0,0,255,0,0,0,0,175,175,255,0,0,0,0,142,175,175,0,3,112,175,0,175,232,255,234,255,255,255,232,210,210,210,112,0,0,0,255,255,175,255,175,255,207,175,255,255,0,0,239,0,0,0,255,255,255,103,255,255,240,255,0,0,0,0,0,122,0,175,255,230,255,255,255,120,0,0,0,0,0,0,5,175,250,243,255,255,7,0,0,0,0,0,0,0,0,0,0,175,255,255,192,175,0,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,162,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,243,255,255,243,243,0,255,255,255,243,0,0,0,0,0,243,255,243,243,255,255,243,255,0,0,0,0,0,0,0,0,244,243,179,243,255,243,0,0,0,0,0,0,0,0,0,0,255,0,0,0,255,243,0,0,0,0,0,0,0,0,0,0,243,0,0,216,0,0,0,0,0,0,0,0,0,243,243,243,0,0,0,0,0,243,0,0,0,0,0,0,243,243,243,0,0,0,0,0,243,243,243,243,0,255,251,243,243,255,0,0,0,0,0,0,243,243,243,243,243,243,244,243,243,0,0,0,0,0,0,243,243,243,243,0,0,0,243,0,0,0,0,0,0,0,0,45,243,243,0,0,0,165,0,0,0,0,0,0,0,0,0,93,21,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,124,0,186,0,0,0,0,0,0,0,0,0,243,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,225,0,225,0,225,0,0,0,0,0,0,0,0,0,0,0,255,225,255,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,72,225,225,0,0,0,0,0,0,225,235,225,0,0,0,255,225,255,225,0,0,0,0,0,0,248,225,225,225,255,255,225,255,225,0,0,0,0,0,0,0,225,225,225,225,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,225,0,225,0,0,0,0,0,0,0,0,0,255,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
